# Pathway	E0000355_Abundance	E0000361_Abundance	E0000362_Abundance	E0000369_Abundance	E0000376_Abundance	E0000378_Abundance	E0000382_Abundance	E0000393_Abundance	E0000404_Abundance	E0000410_Abundance	E0000416_Abundance	E0000418_Abundance	E0000419_Abundance	E0000420_Abundance	E0000426_Abundance	E0000428_Abundance	E0000432_Abundance	E0000433_Abundance	E0000435_Abundance	E0000442_Abundance	E0000466_Abundance	E0000467_Abundance	E0000471_Abundance	E0000478_Abundance	E0000480_Abundance	E0000482_Abundance	E0000488_Abundance	E0000490_Abundance	E0000495_Abundance	E0000498_Abundance	E0000501_Abundance	E0000502_Abundance	E0000516_Abundance	E0000520_Abundance	E0000521_Abundance	E0000522_Abundance	E0000527_Abundance	E0000531_Abundance	E0000537_Abundance	E0000539_Abundance	E0000540_Abundance	E0001336_Abundance	E0001340_Abundance	E0001346_Abundance	PV101516_Abundance	PV101570_Abundance	PV101581_Abundance	PV101643_Abundance	PV101656_Abundance	PV101894_Abundance	PV101895_Abundance	PV101929_Abundance	PV101945_Abundance	PV101948_Abundance	PV101962_Abundance	PV102349_Abundance	PV102418_Abundance	PV102462_Abundance	PV102474_Abundance	PV102574_Abundance	PV102580_Abundance	PV19497_Abundance	PV19551_Abundance	PV19565_Abundance	PV19588_Abundance	PV19658_Abundance	PV19708_Abundance	PV19755_Abundance	PV19834_Abundance	PV19855_Abundance	PV19856_Abundance	PV19882_Abundance	PV19936_Abundance	PV19942_Abundance	PV19991_Abundance	PV20005_Abundance	PV20541_Abundance	PV20544_Abundance	PV20615_Abundance	PV21638_Abundance	PV21671_Abundance	PV21690_Abundance	PV21772_Abundance	PV21813_Abundance	PV21876_Abundance	PV23791_Abundance	PV23961_Abundance	PV24015_Abundance	PV49580_Abundance
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	1243.3324027419	1961.2132253193	1319.6013731519	1553.3287277998	653.0927023878	2261.3207363006	1590.9102997299	565.2118510560	571.2616400562	356.4860478018	2789.0959502121	1537.6025419779	2506.5352099570	762.1910311408	259.7481034374	324.7744814429	474.0602917303	2266.8820521250	811.9553103444	775.9934325156	1614.8159569930	352.2901920339	839.7815322665	1259.6135675216	733.6956558698	1040.3247345912	1090.4515855783	138.5037152471	706.0907481370	792.8775086245	747.5897513382	900.7625101692	1024.4358195871	2932.2347870037	424.6169370778	1179.3029415482	1776.2185330405	2911.8419314983	56.4087212801	402.3352641454	1641.1567062206	847.4593494948	1549.2792140900	380.5290793032	1413.1197652899	471.3479682378	67.6942344809	175.1971692871	582.5761601593	172.8331343246	807.5367305791	460.7543648297	615.3036582587	369.7143428435	166.6522368994	3013.4683445559	631.0320245877	1071.0762316755	693.8171835237	969.3294638497	787.0496839847	0	1279.3387801018	28.1742691706	536.9184800847	15.4872805117	730.2456157960	629.4360679666	1406.2733567146	416.6972600526	2024.9772117102	1926.8175948809	630.1554132507	736.0081212413	1590.9677737031	237.8173700196	530.4641720754	512.1408678431	338.6824378083	1226.1929156006	1376.8341516412	741.2425748806	431.1038129910	234.2329283006	1825.9256000292	262.6964007725	770.8452676892	643.9662474359	2536.0598334599
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	4.5378733062	0	366.1698211553	0	0	252.8947319756	6.1063156993	0	62.2839962192	0	85.9965423337	29.6745229379	0	8.9667154651	0	42.5365775115	46.9584299597	462.4437801713	74.4536344755	86.9994129364	101.2732460986	0	25.3456304207	140.9882248471	105.4758067174	129.6834002731	0	0	0	0	120.0434117055	18.5931269396	271.0984587207	1572.3144553057	26.4720523066	33.3482653676	17.3758296139	90.0461823950	0	92.4813457021	412.6569460331	33.2529660250	23.8657435650	32.2858495304	7.6504787908	0	17.5149421425	9.4866318531	31.0565493043	2.3515128769	25.3166417079	17.3056670914	0	20.4467395094	0	143.9744718130	0	417.6640219414	0	57.9720766226	90.7768587791	0	26.2421792757	0	0	0	4.5913817738	42.9005653468	506.5745995764	46.3647168721	0	783.7501399771	0	164.3070828192	0	57.7186922265	28.1520972472	14.4607815340	0	1877.6707603272	47.6644030698	15.0381969745	0	0	979.1364281655	13.9491535474	4.4177403508	0	1433.7686937786
ORNDEG-PWY: superpathway of ornithine degradation	9.3329389051	0	521.1344027551	0	0	162.1488766994	81.0422105100	0	37.5948861537	0	70.7506055284	29.7419124085	0	21.2967733706	0	72.6433095054	63.1638798016	1001.5606593472	88.5917146579	74.8540847962	186.2540877865	0	71.1056408834	112.7282644518	64.7303341895	214.3372847023	0	0	0	0	145.4898748599	24.5165975641	196.1276512859	1296.3602048243	42.6101073973	58.3454786957	11.9442667909	78.4534416643	0	68.2959597312	587.0807485297	29.9610574337	29.0254383511	37.9177344914	19.9697311108	0	13.5368304445	13.0172821332	60.1393340798	17.3654238241	12.6197236315	30.9929378058	0	39.4131499011	0	471.8129605549	0	371.6026505998	0	137.6541368704	144.8573606257	0	30.1332734240	0	0	0	15.5576854923	48.2052903692	359.5824441318	30.3954126270	0	560.7668897202	0	121.5389538019	0	75.3887496680	71.4260121585	95.7380126820	0	1617.7910524507	56.6389823969	9.0408794739	0	0	799.4203796118	24.3634297830	17.5524802749	0	1176.6880827656
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	47.7519759670	932.8912601605	923.4199483072	72.9201770291	0	1008.2411279863	516.6357643370	67.1947726133	322.6875638556	0	550.7164252175	194.3250880495	577.5597313926	24.1179086026	12.1112593409	127.6726852638	95.2914244451	1208.9764855024	406.6507076589	317.8022661197	596.2314725944	112.3138167376	202.0017908061	660.3779250761	450.2079596168	345.3525150236	44.1033851526	33.7299038177	120.0616728984	106.7394800687	418.7944883874	89.0211679351	526.5527106042	3241.1984329774	86.0958580523	145.2930259787	130.7412920736	573.1269584569	0	185.8711804768	925.7564412650	219.3707874274	140.8229346197	87.5633050943	58.5980761030	20.2504828451	95.9064162985	107.8634054352	218.8879785954	23.6875172565	182.4884871559	68.4869558830	7.6214580115	110.7447889692	7.9006952886	848.1084681318	26.2975143787	870.0469344882	17.9567587405	396.2449656948	629.4408036168	0	75.7483770630	0	18.1077278903	0	39.5279271115	302.2133067691	1248.6121069864	0	1650.7332406518	993.9174056104	0	563.2931816573	41.5028917208	253.1063510988	146.8852072073	86.0920955727	0	3441.5237867655	261.9097552074	53.9639380510	0	0	2040.2478076671	121.4134630168	166.6158107563	0	3085.6287296972
P108-PWY: pyruvate fermentation to propanoate I	156.4467528765	157.0676646783	148.7137771539	125.7534069407	146.0625213256	272.8019159205	524.5707330690	45.1616031170	0	0	122.3571693673	118.3613263489	0	0	65.6443117598	153.7077270652	9.8144249308	216.0930199515	247.6335483495	50.9429753622	414.6248824138	14.4971515469	171.5967320294	589.8371967094	66.9061791776	600.8981048203	475.5494397773	8.7950738532	73.0781847389	117.0623329752	15.1825766542	215.1426479124	0	320.1088434652	0	49.2847247343	76.4091027302	121.4871693452	52.6857704640	0	0	75.3915688788	68.1913668116	34.6587251128	73.7458855787	1.7971286704	0	27.5554532561	124.8909656721	324.3607036751	227.1620761349	48.1389890274	21.0253628589	127.5729326659	0	387.2286223743	15.3882368072	96.0793382320	0	124.6366976521	53.5624807258	0	69.4946057180	0	25.5737830754	0	61.3566019179	148.3739365891	378.5675258272	131.9888810041	0	1003.8813906021	62.7833304711	243.7891255152	543.5336960194	687.2366391410	25.0316138019	10.9339827007	13.9356630487	296.4805110210	52.5830270738	0	23.9105509596	94.1186462887	246.1804636195	143.1460661654	89.1201420298	38.3359445681	320.5577185000
P122-PWY: heterolactic fermentation	62.9902503870	868.9150286363	300.8524570956	147.1992630158	145.0541213102	70.3055291580	495.3219232267	9.9276906338	184.9690820739	0	552.3633821914	621.7600064543	531.7539343419	56.2968155682	70.3408270165	12.9960247908	62.5886204410	1895.4309112182	10.8383140996	163.4217579766	428.1300038556	280.2351622946	110.7204335064	0	10.9519196597	314.9452419180	5.0495310307	0	24.4673831644	44.1950645713	308.6643896117	0	5.5380520529	400.5520864199	181.8247887755	211.7723855051	2.7793272356	316.5811215020	36.7217811965	63.0436276188	475.5663488957	76.4484843656	19.0858518613	76.8287248376	0	5.4955413280	0	0	0	19.0997289179	2.7756655728	20.9710613170	11.1214745833	169.0993162942	5.3451648179	685.5103718742	0	945.6044017449	5.1518723961	187.2817586967	218.8758749944	0	10.5831349104	0	112.9721927374	0	82.1051921962	154.3293170986	542.0329935708	21.7137351441	270.1169669079	0	0	0	21.9233847940	24.0810377654	65.6215859006	129.5008653897	21.1757174166	1646.9953030911	249.0804077655	15.1702240379	10.5843738945	0	198.5118212141	8.1842213466	93.4284152969	15.6049296999	0
P124-PWY: Bifidobacterium shunt	22.7891792740	0	0	11.4018080879	0	0	0	0	0	0	0	0	30.3565460416	0	0	3.8012978406	0	0	0	56.7580417646	0	108.6976594399	15.1840897830	0	0	102.2651001400	0	0	0	0	0	0	0	26.5675334899	170.2342631605	0	0	37.9169352497	41.0806137686	15.1238195742	33.8255787177	0	0	0	0	0	0	0	0	22.4815336331	0	0	0	88.7658260876	0	0	0	315.5594447955	0	0	60.0873420573	0	0	0	15.1872307615	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1566546782	0	0	0	0	0	0	0	0	0	0
P125-PWY: superpathway of (R,R)-butanediol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7872045532	0	0	0	0	0	9.4631392581	0	9.6571575808	0	0	0	4.8123423282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9631525866	0	0	0	0	0	0	0	0	0	0	0	0	20.2165011133	0	0	0	0	0	0	0	0
P161-PWY: acetylene degradation	29.8010215379	719.6825807642	899.6843792863	99.9636573223	155.3021385539	510.3674465906	698.4998183768	151.5534698358	265.8504095459	194.8828292288	895.2524497773	546.9204259998	453.8236573566	41.0879958483	338.2681918421	70.3164782220	98.9923176888	1361.7113113140	447.8333535223	298.9778070634	253.8347696956	161.4739041555	162.6927584179	451.0658075932	264.3694086427	421.9196768607	57.7487546129	223.0058589860	156.0472871022	85.0006163189	469.0828611897	141.9265802309	566.0923609953	2235.8145638913	144.5651456987	96.3082717609	121.3069811710	370.3929118812	25.1945488858	340.4614294785	1057.6515827629	147.3437781288	171.2065073030	175.5252804131	146.3381491003	141.1614819383	183.0960442723	51.6174884987	178.0676523258	85.3576162552	243.0403677032	337.9052876298	333.0841975640	116.3001180354	61.3393710264	954.7714968221	62.2129190667	697.6122761246	52.4225983647	258.1729012405	427.8877537039	96.8433497265	247.8478833743	169.5324093488	141.6589990791	345.1311153372	65.3654731340	355.6343458039	988.4926912169	294.1008269580	324.8639408896	1266.4272062878	270.3803578266	498.4293032561	255.9478416728	237.5229644293	142.7628669959	312.7331838104	146.2265967490	968.1634603510	165.9477279217	145.7830958832	247.0971401032	309.8251983840	1083.3120501160	206.5504226122	158.2396947738	200.3473093045	2408.9877515686
P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	0	0	295.2000869574	0	0	77.6606447633	417.0281981070	0	0	0	536.6300627963	0	0	13.8192722650	0	0	0	80.7589477733	0	105.7185435820	0	0	0	226.6738856319	18.0241677839	134.0881021784	6.0445734185	0	0	160.5363130300	1023.8788813686	17.9947241822	620.1171825073	0	0	12.1077210245	89.5776384046	0	0	668.8869018349	3.3876913259	170.8440707351	181.1913081114	52.6673933740	275.7267163347	0	204.3504334394	0	12.0514113440	264.3235351961	0	539.6780140497	269.5091377630	71.7218927695	201.4358561463	115.5951910339	101.5909011898	0	0	0	0	275.5078319238	0	52.5761692463	131.1485545533	24.0380582607	0	0	0	79.6314918229	0	47.9732153135	0	45.4773727606	0	0	0	92.5919301992	0	34.9750063979	0	565.9609069189	0	0	0	35.7742138371	0	321.3240080327	73.0629998924
P163-PWY: L-lysine fermentation to acetate and butanoate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0256882399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P164-PWY: purine nucleobases degradation I (anaerobic)	211.3529735531	120.2181894676	918.6332156024	353.1304037041	0	788.4519192132	261.6023364214	0	131.3863957635	137.6577278789	566.5958839083	510.9744574388	94.6272281546	151.8905622020	157.1837875471	196.3457049906	125.8592731397	0	271.4676554066	122.1064043155	882.5012153893	597.7869215739	321.7177566683	320.9494595218	354.0637217404	232.5596164685	299.8741892275	58.5278429587	388.7934880374	87.6936043982	86.9845297231	194.2868858161	265.1514673702	1959.1163316006	526.0933568572	0	204.3402729784	1034.4402309554	0	136.6202465296	0	235.1098913083	175.4482809328	76.7025684205	0	118.0377709459	42.6005281176	160.0180645538	299.7614653441	0	411.1064143815	626.0952388857	44.7776523914	0	0	472.4306271482	0	295.2952430229	0	0	360.5129202466	0	0	57.8253180456	324.8754145524	121.8247459042	224.8818255614	278.2215839285	539.0819553176	108.2554862257	657.1494053659	870.9134516108	201.7317910284	0	219.2189371869	262.5701279596	80.1708035759	598.8913905381	33.2021980758	0	182.5279460824	0	246.8151948983	0	736.7905545728	0	150.0361650099	91.1649364014	807.1940576682
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	97.6567109874	47.8519173948	1441.2353375856	379.4382786146	429.8598697488	51.7556736389	99.8101948446	191.0893773294	100.5302632484	41.5452147243	51.7148743400	44.1413945751	315.7683312153	26.3171084681	249.2786367536	353.4744362181	0	1295.2836811510	50.7277026190	2.6483954168	623.9105334208	19.5678723019	57.7461752054	62.7190259345	22.1541114308	712.5756873169	1241.7116092058	223.8557697537	651.0703188966	86.0713515324	94.0074580040	127.7109443961	0	129.5795263560	51.2567950456	51.5295006165	110.9560678977	33.8847943060	88.3035342526	78.5659697849	31.6983687437	99.8154255239	436.1408741347	33.4936704603	902.2377594533	145.1224344489	186.6475192573	64.4071159570	481.7872969597	123.1648282070	252.0366702278	651.4518406374	0	268.6763359220	410.1797095661	1706.1249599890	424.4087598613	21.5067508024	603.4366254552	307.4881540819	1211.7869481860	804.5547604814	24.5125383672	41.5827018026	201.2068103383	33.2932095310	456.7236717780	140.2294105816	0	93.4569864129	210.6210420205	608.8116129485	19.6930181128	245.1272787034	276.5432626705	556.9801342946	70.1338414669	212.3671066220	87.4075817541	370.0365072478	0	0	151.3206213559	604.1183264654	1423.4192705627	200.6895954090	90.4830551804	698.1333550393	36.8788093175
P23-PWY: reductive TCA cycle I	12.7093748770	15.5022688683	9.5096842030	10.0960182106	14.9903831954	10.3760083791	50.8590937974	0	9.4232508823	0	25.3986911907	0	20.6401830773	0	0	0	0	0	0	68.8909382837	0	0	0	132.8821569066	0	21.2211496167	0	0	36.0391230753	24.8790477164	0	0	0	0	5.1961962024	25.2756803087	0	27.6659005965	0	0	0	0	9.8234616450	0	9.0324964508	0	0	0	19.5439119282	0	0	0	8.6494084697	0	0	369.7969721515	14.9538586272	33.3655265919	0	7.7376586671	12.9004393431	0	0	0	85.9600038710	0	0	178.7160672266	0	0	0	0	0	0	11.2435062285	0	61.0710751587	0	0	0	73.0594206566	0	31.2817238823	0	0	0	9.1747450967	0	0
P261-PWY: coenzyme M biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4129849205	0	0	0	0	0	0	0	0	0	27.5526764326	0	0	152.2153835223	0	0	16.4265230665	0	145.7402094018	0	0	0	42.8294671275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1065002837	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	744.7267486838	2024.2669807817	1523.3463471819	902.8213832429	512.1514696257	1508.7146716963	1543.2644326919	526.8766997241	468.3734942421	1019.4927021263	2395.7325588592	1193.4668167228	2087.9432762607	907.1803213392	836.0037181615	305.1903788398	235.0477580454	2948.1741165411	1024.9188665550	717.9768274227	1720.8595656216	826.1584027443	1322.8000830705	1234.6738085436	782.1292286126	1044.0792371465	565.0212690872	313.8029761821	923.9455140575	315.4594182508	898.1960028509	594.8478536640	908.4840474810	2661.5354619056	727.0503248029	832.5328358922	1466.5757365954	1259.9706412049	237.1115158843	491.3088787420	1306.1156424385	792.3524958822	817.8738432694	330.1554030446	1195.3552030114	487.9984259538	204.4880101649	227.7074196092	2013.4974891503	207.4429936173	1547.6343517124	807.7173956277	673.1774408236	474.5854422129	78.9066028523	1872.2896722117	800.4436805387	1399.8188209803	721.4813757879	812.3159483383	938.2444740063	145.4278638528	493.7047559253	368.8486943967	559.2711806606	274.1371226942	464.1901171280	1032.3961713738	1354.7797316526	626.3352336131	1895.8037354461	1981.8289021096	698.5136824426	1603.2027524917	1043.6474607264	1086.3988900119	328.1483977846	570.2185234822	629.3606858972	2534.6063261653	629.2726811255	67.8251220940	609.4412078129	102.6748820849	2320.0621238642	384.0886451990	1464.5802896604	325.9978702267	2690.5096297618
P42-PWY: incomplete reductive TCA cycle	645.1304516001	1351.7640787764	1016.3625357670	1056.9020040269	596.2764316243	2376.8576823471	1304.7612103245	53.9777218125	949.8811769799	577.7584544934	490.5789366114	553.6355167208	1347.8639849608	201.1233266788	281.4502553714	840.0440198274	354.9628106500	494.0926643705	420.7121941921	650.0155488412	841.8716095427	325.1124484771	440.1913860285	508.8497676654	707.3661769495	626.7253570597	720.6239396730	730.6615831853	1241.4241917144	211.3788568160	819.1895116187	1026.5992135297	754.9417978692	1157.4041729671	742.9085962722	1977.3352610365	699.5936217064	987.8665446458	357.6740595262	1532.7437662271	1531.6097532383	472.9632007468	1485.1440011666	175.9214560594	502.3304558974	514.9393579081	731.7315944810	356.7416746350	554.8916312648	227.4959516400	2225.7600677527	640.9520094304	44.7928048369	441.2987958986	146.0791544744	1242.9375758186	538.9824347075	1024.0513801474	162.6934323370	452.5621224990	981.1048920483	255.8814906920	87.3803472689	319.3425296693	277.1304339107	289.0973334800	629.3589169058	754.4282276329	912.7963615461	489.4321703004	1936.4885041950	1673.7711238198	460.0303503198	487.8455474248	1236.1091493206	225.8015915826	59.4329596064	1229.4657718597	100.1960383037	535.6799707703	328.4555096629	135.5702211715	411.9276962149	106.2237047844	906.1933942508	316.7649829257	684.7233403320	54.2384994941	2061.6450501278
P441-PWY: superpathway of N-acetylneuraminate degradation	107.5106356021	1475.6896104366	1531.1228875199	368.5863524662	397.9163721196	1500.2974882846	1136.5151328084	179.7904527855	662.6608096810	339.7750183779	809.8663664984	758.6763110930	1170.1958834468	229.7011617617	541.3327740481	318.3473493312	258.4029659484	2423.3836166200	601.6128292662	829.5388930453	636.6408500139	933.4386508485	469.8011571919	955.1753351476	746.7391625623	743.5068194195	185.1659035453	384.6378948611	459.6681580673	263.4177369681	1076.8255167337	372.6171416515	1085.6127753779	3608.3840836686	804.0088844414	475.2449739127	352.9472928709	797.2362683767	119.3654159357	671.5940100629	2155.9528364502	425.2534302566	441.5462750682	235.1886308870	419.5393153914	421.9133899573	265.0207616742	138.1372545150	744.1332411024	206.5498580268	513.2708996414	820.1271147106	587.6936218093	305.1904724123	105.7251481261	1529.5165713670	472.0515111609	1625.1737555823	506.8351263743	485.0602380697	902.2857485513	239.2286408350	531.2887184676	212.4175619919	353.9628312604	545.7943428359	303.9668500809	562.4404923752	1401.6985061556	546.9006091945	1854.2780439502	1851.8755244062	592.0906776873	940.8576621014	471.5949607456	665.0780448411	269.0191247814	877.8817828314	275.8307165451	2693.6004471992	445.5326024646	239.6263191612	558.2591102982	565.7124892299	2237.0977904262	406.3943515972	259.1807209930	232.0757668309	3553.2290818348
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	941.8737181257	1246.6084985889	1984.0728050408	523.3208279769	748.7568840297	750.8329725029	533.5276223313	323.4743302857	427.1848809038	238.0538479464	704.1116154783	478.8808492279	1610.0688606379	721.2689820337	441.4786824173	422.4043641539	113.2266516544	3780.7129561798	707.2875452002	241.9752522540	886.0467025654	277.1799846497	773.4651667745	639.2652027459	401.3510839198	1040.5497736538	4082.6068163695	342.5441318504	1334.4271602971	83.5490641025	639.0809612816	233.9374495510	659.7739081223	3073.2498421852	282.2744775321	345.3335493640	246.9714654521	426.4770156636	959.5309420141	263.6845810206	782.0332403728	223.5778223760	614.1229048543	191.7595928052	1176.4411653778	714.2824409207	544.2246979323	172.2417458715	1089.3333042474	233.3557730785	1216.6270110084	2288.8830175841	412.0044192446	496.9378337004	602.6070204990	1639.6871918586	1194.7011503519	759.8317991707	2352.4320388887	828.9048083412	1656.2243055884	1649.0675584309	265.2913538088	184.5256682963	420.3371329266	381.1418067846	650.3704104933	474.9415104743	947.0743330591	544.2056477297	2278.1849773309	1519.5253914633	75.9895010586	790.2553383860	367.6035818249	551.4488484478	284.6261360914	1892.2963384524	416.2013514311	2973.6924249971	194.3877621240	49.2670092254	383.1565260073	1543.0359397787	2083.8412767829	554.3197195074	255.3586010374	755.9616031237	2717.8407812374
PANTO-PWY: phosphopantothenate biosynthesis I	4718.7382987247	7263.9227967154	8189.0825425432	6895.8713695081	7994.2784865070	9389.4627460866	4960.6353848046	8924.8430323743	10402.7666162080	7550.1014096922	4845.6161982737	5684.6905358219	6704.7120281799	6276.4038928503	9457.0774541075	5993.6335619918	7943.9743895472	6907.0022738855	5301.8660498256	7367.5338220137	6217.1731609517	4475.8191557317	10108.3818437221	6191.7230411691	7280.2698647109	6304.0937843217	9133.3274701527	8059.7106467943	7529.7176442123	3228.7065709948	7925.1379773554	7208.3613414280	9680.0264808433	6701.8420533196	9115.1769370443	9386.9521787958	4119.1559081936	6785.9647291151	5140.6525283651	9846.7453052546	8542.4566378220	5300.8190991402	5915.3618881808	4603.3208144113	6529.9698925098	7513.9587992721	10260.9469927628	2910.6750034657	8474.0092492978	4791.6441622139	5040.1240614150	7794.5371058866	8262.8207434873	4808.9673769271	4134.8107225877	3628.2102384555	7570.9380151310	4569.9917923571	7365.3623234552	4165.5830871149	7666.0074311783	6873.1213098153	7502.9543836186	3207.1110721329	6935.6615004588	8730.4600119604	5357.0044394886	7526.6104142197	4087.9655180636	9974.7239931520	8594.8760002297	6129.1915765724	6587.8119903346	7825.3771547343	4956.9219076820	9677.7842778981	2570.3332404064	8584.1393897260	10103.3819632065	5661.4287251687	4293.2920686817	8900.0769397232	7795.6673453581	10296.4659940838	5752.2112475149	7934.0616579470	4877.4510650810	9317.1006366658	7202.4546009098
